Code LPP;Libellé;Tarif;Prix unitaire réglementé;Date début validité;Date fin validité
1126513;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,PIERENKEMPER;0.0;0.0;08/09/2003;06/07/2023
1134783;ALIMENT SANS GLUTEN, FARINE, 1000 G,PROCELI;2.44;0.0;25/02/2010;06/07/2023
1128423;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ORTHO EUROPE;2.1;0.0;03/04/2004;06/07/2023
1144238;NUT. ENTERALE, ADULTE, MEL POLY NORMOPROT. HE, 500 ML,NESTLE;8.28;0.0;01/01/2023;30/06/2023
1163069;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;3.33;0.0;07/07/2023;03/07/2023
1100086;ALIMENT SANS GLUTEN, PAIN, 100 G,DR. SCHAR FRANCE;2.86;0.0;03/04/2004;06/07/2023
1132548;ALIMENT SANS GLUTEN, PATES, 500 G,BIOALIMENTA;6.41;0.0;03/04/2004;06/07/2023
1162680;AUTOCONTROLE , 50 BANDELETTES, CAPTEURS OU ELECTRODES,SYLAMED;1.8;0.0;10/08/2024;31/07/2025
1136894;AUTOCONTROLE , 50 BANDELETTES, CAPTEURS OU ELECTRODES,SYLAMED;1.82;0.0;01/01/2022;06/07/2023
1141412;ALIMENT SANS GLUTEN, FARINE, 500 G,TIPIAK EPICERIE;2.25;0.0;07/07/2023;03/07/2023
1195862;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;2.07;0.0;07/07/2023;01/01/2025
1159429;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;9.81;0.0;02/01/2025;04/12/2024
1131307;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;6.09;0.0;02/01/2025;04/12/2024
1172772;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,GOURAL ORTHO;0.0;0.0;08/09/2003;06/07/2023
1127978;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,CARDINAL HEALTH;6.52;0.0;02/01/2025;04/12/2024
1131804;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,CARDINAL HEALTH;1.43;0.0;02/01/2025;04/12/2024
1124566;ACCESSOIRES, SPRAY ANTI ADHESIF,B.BRAUN MEDICAL;6.15;0.0;01/07/2019;06/07/2023
1197080;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,PETERS SURGICAL;1.13;0.0;01/01/2023;30/06/2023
1120597;SET DE SONDAGE A DEMEURE,MYHOMECARE;1.45;0.0;01/06/2024;31/03/2025
1172364;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;2.94;0.0;02/01/2025;04/12/2024
1190557;AUTOCONTROLE, AUTOPIQUEUR,STERILANCE;1.2;0.0;07/07/2023;09/08/2024
1158559;ALIMENT SANS GLUTEN, BISCUITS, 100 G,ARTZ;9.61;0.0;03/04/2004;06/07/2023
1191858;PESSAIRE,OUEST MEDICAL;3.89;0.0;07/07/2023;01/01/2025
1132086;AUTOCONTROLE , SET D'AUTOSURVEILLANCE DE LA GLYCEMIE,SYLAMED;4.3;0.0;01/07/2020;06/07/2023
1179596;CHAMBRE D'INHALATION, RESPIRATOIRE, VALVE DE RECHANGE,GSK;5.03;0.0;08/09/2003;06/07/2023
1158536;SET DE SONDAGE A DEMEURE,PANSCARE;4.9;0.0;01/07/2019;06/07/2023
1154449;AUTOCONTROLE, APP POUR LECTURE AUTOMATIQUE GLYCEMIE,AILSY;2.04;0.0;01/08/2025;28/07/2024
1112250;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,NHS;6.75;0.0;06/06/2005;06/07/2023
1119424;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ACTIV ' ORTHO;6.24;0.0;01/06/2025;17/05/2025
1187147;ALIMENT SANS GLUTEN, FARINE, 500 G,GOJO;1.0;0.0;01/07/2019;06/07/2023
1136990;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,PANSCARE;6.94;0.0;01/01/2023;30/06/2023
1146898;PESSAIRE,OUEST MEDICAL;9.05;0.0;01/07/2019;06/07/2023
1104776;ALIMENT SANS GLUTEN, PATES, 250 G,ALDINO;3.02;0.0;01/07/2019;06/07/2023
1120373;ALIMENT SANS GLUTEN, PATES, 250 G,ALDINO;1.43;0.0;15/02/2020;06/07/2023
1185119;AUTOCONTROLE, 200 LANCETTES POUR AUTOPIQUEUR NON REUTILIS STERI,GROUPE SNM;1.28;0.0;10/08/2024;28/07/2024
1166100;BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE, RENOUVELLEMENT,OIARSO;1.14;0.0;07/07/2023;03/07/2023
1101720;AUTOCONTROLE, APP POUR LECTURE AUTOMATIQUE GLYCEMIE,GROUPE SNM;1.43;0.0;15/02/2020;06/07/2023
1140252;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,C.I.G.;0.0;0.0;08/09/2003;06/07/2023
1121987;TENS, GEL, POSE ELECTRODE SILICONE GRAPHITE,SCHWA MEDICO;3.05;0.0;08/09/2003;06/07/2023
1177545;ALIMENT SANS GLUTEN, PAIN, 100 G,SCHNITZER;1.46;0.0;03/04/2004;06/07/2023
1168049;NUT. ORALE, HYDROLYSAT PROT, ENFANT, PDR, 17 RATIONS 200 ML,NESTLE;2.32;0.0;01/11/2016;06/07/2023
1140045;ACCESSOIRES, POUDRE ABSORBANTE MINIMUM 25G,B.BRAUN MEDICAL;3.91;0.0;07/07/2023;01/01/2025
1187408;AUTOCONTROLE , 200 BANDELETTES, CAPTEURS OU ELECTRODES,ABBOTT FRANCE;7.28;0.0;01/01/2022;06/07/2023
1135854;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,NHS;4.51;0.0;08/09/2003;06/07/2023
1137600;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,NHS;6.31;0.0;08/09/2003;06/07/2023
1172766;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,NHS;1.43;0.0;15/02/2020;06/07/2023
1142883;AUTOCONTROLE, APP POUR LECTURE AUTOMATIQUE GLYCEMIE,AILSY;1.43;0.0;07/07/2023;03/07/2023
1183468;TENS, ACHAT DE L'APPAREIL FOURNI AVEC DEUX CABLES,VERITY MEDICAL;1.43;0.0;15/02/2020;06/07/2023
1180837;AIGUILLE SERTIE POUR SUTURE,MEDTRONIC;1.27;0.0;03/04/2004;06/07/2023
1128200;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;6.57;0.0;01/07/2019;06/07/2023
1101826;AUTOCONTROLE, 200 LANCETTES POUR AUTOPIQUEUR NON REUTILIS STERI,AXIMED;1.28;0.0;10/08/2024;28/07/2024
1153059;TENS, ACHAT DE L'APPAREIL FOURNI AVEC DEUX CABLES,DJO FRANCE;2.77;0.0;01/07/2020;06/07/2023
1186774;AUTOCONTROLE , SET D'AUTOSURVEILLANCE DE LA GLYCEMIE,SYLAMED;2.09;0.0;10/08/2024;28/07/2024
1144161;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,PERFORM HEALTH;3.6;0.0;06/06/2005;06/07/2023
1163514;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,MYHOMECARE;5.81;0.0;01/06/2025;17/05/2025
1193998;ALIMENT SANS GLUTEN, FARINE, 1000 G,PROCELI;4.5;0.0;03/04/2004;06/07/2023
1168776;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,FLOWSTIM TECHNO;8.9;0.0;01/01/2023;30/06/2023
1177060;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;4.7;0.0;07/07/2023;03/07/2023
1163224;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;7.56;0.0;07/07/2023;01/01/2025
1139964;AIGUILLE SERTIE POUR SUTURE,PETERS SURGICAL;2.29;0.0;08/09/2003;06/07/2023
1131610;SET DE SONDAGE A DEMEURE,IDC GROUP;4.9;0.0;01/07/2019;06/07/2023
1126542;AIGUILLE SERTIE POUR SUTURE,MEDTRONIC;2.86;0.0;03/04/2004;06/07/2023
1168552;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,NUTRICIA;1.57;0.0;01/01/2023;30/06/2023
1113210;ALIMENT SANS GLUTEN, PAIN, 100 G,DR. SCHAR FRANCE;4.1;0.0;07/07/2023;01/01/2025
1155331;AUTOCONTROLE, 200 LANCETTES POUR AUTOPIQUEUR NON REUTILIS STERI,PIKDARE;9.61;0.0;03/04/2004;06/07/2023
1181529;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,PAVIS;1.46;0.0;03/04/2004;06/07/2023
1189896;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,PAVIS;1.0;0.0;06/06/2005;06/07/2023
1149610;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;7.21;0.0;07/07/2023;03/07/2023
1129061;ALIMENT SANS GLUTEN, FARINE, 3000 G,MILLBAKER;1.19;0.0;07/07/2023;31/05/2025
1118040;PESSAIRE,GAYA;1.66;0.0;01/07/2019;06/07/2023
1130578;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,SYLAMED;3.95;0.0;01/11/2016;06/07/2023
1120120;PESSAIRE,OUEST MEDICAL;1.44;0.0;03/04/2004;06/07/2023
1185214;ACCESSOIRES, PATE PROTECTION PERISTOMIALE, TUBE OU BARRETTES 60G,COLOPLAST;1.43;0.0;15/02/2020;06/07/2023
1123710;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;2.01;0.0;02/01/2025;04/12/2024
1192533;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;1.14;0.0;02/01/2025;04/12/2024
1161662;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;9.3;0.0;07/07/2023;03/07/2023
1161550;ALIMENT SANS GLUTEN, PATES, 250 G,ALDINO;3.1;0.0;07/07/2023;01/01/2025
1160800;AUTOCONTROLE , 100 BANDELETTES, CAPTEURS OU ELECTRODES,BIOSYNEX;3.6;0.0;10/08/2024;31/07/2025
1104612;ALIMENT SANS GLUTEN, PATES, 500 G,ALDINO;2.38;0.0;01/01/2023;30/06/2023
1107591;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ACTIV ' ORTHO;9.63;0.0;01/01/2023;30/06/2023
1148259;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,ASEPT INMED;9.18;0.0;01/01/2023;30/06/2023
1131827;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,PANSCARE;1.4;0.0;01/01/2023;30/06/2023
1145692;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,CIMATEL;9.52;0.0;01/01/2023;30/06/2023
1153786;BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE, RENOUVELLEMENT,ASEPT INMED;6.5;0.0;01/01/2023;30/06/2023
1160792;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ACTIV ' ORTHO;7.49;0.0;01/01/2023;30/06/2023
1164420;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,MYHOMECARE;5.24;0.0;01/11/2016;06/07/2023
1190020;NUT. ENTERALE, ADULTE, MEL POLY NORMOPROT. NORMOENERG, 1 000 ML,NESTLE;6.56;0.0;01/11/2013;06/07/2023
1108142;NUT. ENTERALE, MEL POLY NP. NE., UN AN A 3 ANS, 500 ML,NESTLE;4.26;0.0;01/11/2013;06/07/2023
1141814;NUT. ENTERALE, MEL POLY HP. HE., UN AN A 3 ANS, 500 ML,NESTLE;4.26;0.0;01/11/2013;06/07/2023
1129724;NUT. ENTERALE, MEL POLY HP. HE., UN AN A 3 ANS, 500 ML,NESTLE;5.25;0.0;01/11/2013;06/07/2023
1164264;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,LACTALIS NUT;6.2;0.0;24/10/2003;06/07/2023
1129747;NUT. ENTERALE, ADULTE, MEL POLY NORMOPROT. HE, 500 ML,LACTALIS NUT;3.81;0.0;01/11/2013;06/07/2023
1146071;NUT. ENTERALE, AD., MEL POLY NORMOPROT. NORMOENERG, 500 ML,LACTALIS NUT;3.28;0.0;01/11/2013;06/07/2023
1191002;NUT. ENTERALE, ADULTE, MEL POLY HP HE, 500 ML,LACTALIS NUT;3.85;0.0;01/11/2013;06/07/2023
1192007;SET DE SONDAGE A DEMEURE,HARTMANN;4.9;0.0;01/07/2019;06/07/2023
1124690;NUT. ENTERALE, ADULTE, MEL POLY NORMOPROT. NORMOENERG, 1 000 ML,LACTALIS NUT;6.56;0.0;01/11/2013;06/07/2023
1100413;NUT. ENTERALE, ADULTE, MEL POLY NORMOPROT. HE, 500 ML,NUTRICIA;3.81;0.0;01/11/2013;06/07/2023
1128630;NUT. ENTERALE, ADULTE, MEL POLY HP HE, 500 ML,NUTRICIA;3.85;0.0;01/11/2013;06/07/2023
1121600;NUT. ENTERALE, MEL POLY NP. NE., UN AN A 3 ANS, 500 ML,NUTRICIA;4.26;0.0;01/11/2013;06/07/2023
1199788;NUT. ENTERALE, MEL POLY HP. HE., UN AN A 3 ANS, 500 ML,NUTRICIA;2.44;0.0;25/02/2010;06/07/2023
1157560;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ACTIV ' ORTHO;5.93;0.0;01/01/2023;30/06/2023
1145730;APPAREIL MODULAIRE DE VERTICALISATION, APPUI FRONTAL, ACHAT,SCHUCHMANN;0.0;0.0;07/07/2023;03/07/2023
1139349;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,ASEPT INMED;9.48;0.0;01/01/2023;30/06/2023
1192869;DISPOSITIF STERILE DE RECUEIL DES SAIGNEES ET ACCESSOIRES,IDC GROUP;2.88;0.0;03/04/2004;06/07/2023
1112669;DISPOSITIF STERILE DE RECUEIL DES SAIGNEES ET ACCESSOIRES,IDC GROUP;1.0;0.0;11/05/2006;06/07/2023
1179308;CHAMBRE D'INHALATION, RESPIRATOIRE, VALVE DE RECHANGE,GSK;2.05;0.0;07/07/2023;01/01/2025
1123006;AUTOCONTROLE, 50 LANCETTES POUR AUTOPIQUEUR NON REUTILIS STERI,ROCHE DIAG;7.47;0.0;07/07/2023;03/07/2023
1155130;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;6.52;0.0;02/01/2025;04/12/2024
1195098;ACCESSOIRES, PATE PROTECTION PERISTOMIALE, TUBE OU BARRETTES 60G,COLOPLAST;2.88;0.0;01/07/2019;06/07/2023
1101565;COLOSTOMIE, SET POUR IRRIGATION COLIQUE,B.BRAUN MEDICAL;1.06;0.0;07/07/2023;01/01/2025
1193610;ACCESSOIRES, PATE PROTECTION PERISTOMIALE, TUBE OU BARRETTES 60G,EAKIN;1.37;0.0;07/07/2023;03/07/2023
1183267;PROTECTION TRACHEALE POUR LARYNGECTOMISES AVEC COL OFFICIER,CEREDAS;1.45;0.0;01/06/2024;31/03/2025
1111724;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;2.3;0.0;01/07/2019;06/07/2023
1186254;ACCESSOIRES, PATE PROTECTION PERISTOMIALE, TUBE OU BARRETTES 60G,EAKIN;6.87;0.0;02/01/2025;04/12/2024
1182842;COLOSTOMIE, SET POUR IRRIGATION COLIQUE,B.BRAUN MEDICAL;4.83;0.0;07/07/2023;01/01/2025
1162510;NUT. ENTERALE, ADULTE, MEL POLY HP. NORMOENERG, 500 ML,NESTLE;3.72;0.0;01/11/2013;06/07/2023
1125420;NUT. ORALE, HYDROLYSAT PROT, ENFANT, PDR, 15 RATIONS 200 ML,MEAD JOHNSON;2.05;0.0;01/11/2016;06/07/2023
1131218;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,ALBYN;1.22;0.0;01/01/2023;30/06/2023
1141330;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,SCHWA MEDICO;1.26;0.0;01/01/2023;30/06/2023
1131810;NUT. ORALE, HYDROLYSAT PROT, ENFANT, PDR, 15 RATIONS 200 ML,MEAD JOHNSON;2.91;0.0;01/01/2023;30/06/2023
1102777;DISPOSITIF STERILE DE RECUEIL DES SAIGNEES ET ACCESSOIRES,HOMESET;1.44;0.0;03/04/2004;06/07/2023
1188000;NUT. ORALE, HYDROLYSAT PROT, ENFANT, PDR, 15 RATIONS 200 ML,MEAD JOHNSON;5.21;0.0;01/01/2023;30/06/2023
1136121;FILTRE RESPIRATOIRE POUR LARYNGECTOMISES, LA PAIRE,COLLIN;3.32;0.0;07/07/2023;01/01/2025
1192875;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;3.83;0.0;02/01/2025;04/12/2024
1101795;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,ALTER;7.56;0.0;07/07/2023;01/01/2025
1113901;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;1.04;0.0;02/01/2025;04/12/2024
1119795;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;6.79;0.0;07/07/2023;03/07/2023
1195537;TENS, ACHAT DE L APPAREIL FOURNI AVEC DEUX CABLES,BLUETENS FRANCE;6.21;0.0;01/01/2023;30/06/2023
1151451;TENS, ACHAT DE L APPAREIL FOURNI AVEC DEUX CABLES,BLUETENS FRANCE;5.62;0.0;01/01/2023;30/06/2023
1133915;DISPOSITIF STERILE DE RECUEIL DES SAIGNEES ET ACCESSOIRES,INNOSET;1.0;0.0;11/05/2006;06/07/2023
1183126;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,MYHOMECARE;5.24;0.0;01/11/2016;06/07/2023
1176557;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ORTHO MORINIERE;2.17;0.0;01/07/2019;06/07/2023
1143523;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,ALTERRA;2.3;0.0;02/01/2025;04/12/2024
1153792;ACCESSOIRES, POUDRE ABSORBANTE MINIMUM 25G,LABO CONVATEC;7.63;0.0;07/07/2023;03/07/2023
1175693;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;2.52;0.0;07/07/2023;01/01/2025
1181989;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;2.35;0.0;07/07/2023;01/01/2025
1120396;PESSAIRE,OUEST MEDICAL;4.58;0.0;04/10/2024;20/09/2024
1100235;COLOSTOMIE, SET POUR IRRIGATION COLIQUE,COLOPLAST;3.33;0.0;07/07/2023;03/07/2023
1197281;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;7.56;0.0;07/07/2023;01/01/2025
1155897;ACCESSOIRES, POUDRE ABSORBANTE MINIMUM 25G,OUSOFT;3.89;0.0;07/07/2023;01/01/2025
1139020;ACCESSOIRES, PATE PROTECTION PERISTOMIALE, TUBE OU BARRETTES 60G,B.BRAUN MEDICAL;7.42;0.0;02/01/2025;04/12/2024
1110370;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,PRIM;1.2;0.0;07/07/2023;03/07/2023
1198085;PESSAIRE,OUEST MEDICAL;2.54;0.0;07/07/2023;03/07/2023
1147314;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;1.16;0.0;07/07/2023;01/01/2025
1140849;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;3.26;0.0;02/01/2025;04/12/2024
1123911;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ORTHO EUROPE;0.0;0.0;07/07/2023;03/07/2023
1198240;DRAINAGE, SONDE VESICALE A BALLONNET, 2 VOIES,;6.82;0.0;07/07/2023;01/01/2025
1147509;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,MYHOMECARE;1.44;0.0;01/04/2025;17/05/2024
1198926;DRAINAGE, SONDE VESICALE A BALLONNET, A 3 VOIES.,CARDINAL HEALTH;1.46;0.0;07/07/2023;01/01/2025
1146935;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ORTHO EUROPE;1.43;0.0;15/02/2020;06/07/2023
1157471;AUTOCONTROLE, APP POUR LECTURE AUTOMATIQUE GLYCEMIE,AILSY;2.86;0.0;07/07/2023;03/07/2023
1185042;COLOSTOMIE, SET POUR IRRIGATION COLIQUE,COLOPLAST;6.15;0.0;01/07/2019;06/07/2023
1153898;ACCESSOIRES, POUDRE ABSORBANTE MINIMUM 25G,COLOPLAST;3.91;0.0;07/07/2023;01/01/2025
1108283;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;2.19;0.0;07/07/2023;03/07/2023
1173487;AUTOCONTROLE , 10 BANDELETTES, CAPTEURS OU ELECTRODES,MED TRUST;3.64;0.0;01/01/2022;06/07/2023
1154544;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ACTIV ' ORTHO;7.23;0.0;01/01/2023;30/06/2023
1141961;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,LABOKIT;3.95;0.0;01/11/2016;06/07/2023
1115219;NUT. ORALE, HYDROLYSAT PROT, ENFANT, PDR, 17 RATIONS 200 ML,NESTLE;2.05;0.0;01/11/2016;06/07/2023
1150523;NUT. ENTERALE, ADULTE, MEL POLY HP. NORMOENERG, 500 ML,NESTLE;5.25;0.0;01/11/2013;06/07/2023
1125117;ACCESSOIRES, SPRAY ANTI ADHESIF,EAKIN;9.05;0.0;07/07/2023;01/01/2025
1156052;ALIMENT SANS GLUTEN, PAIN, 100 G,DR. SCHAR FRANCE;6.58;0.0;02/01/2025;04/12/2024
1157732;ALIMENT SANS GLUTEN, PAIN, 100 G,DR. SCHAR FRANCE;9.81;0.0;02/01/2025;04/12/2024
1176497;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,RESAMEDIC;0.0;0.0;07/07/2023;03/07/2023
1103216;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,MYHOMECARE;2.17;0.0;01/07/2019;06/07/2023
1146964;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,PERFORM HEALTH;0.0;0.0;06/06/2005;06/07/2023
1160964;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,PERFORM HEALTH;0.0;0.0;08/09/2003;06/07/2023
1113249;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,PERFORM HEALTH;0.0;0.0;08/09/2003;06/07/2023
1161107;AUTOCONTROLE, AUTOPIQUEUR,SYLAMED;1.17;0.0;01/07/2019;06/07/2023
1108320;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,ALBYN;3.95;0.0;01/11/2016;06/07/2023
1129210;AUTOCONTROLE, AUTOPIQUEUR,BEURER FRANCE;8.31;0.0;01/07/2020;06/07/2023
1121237;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,EFFIK;3.48;0.0;02/01/2025;04/12/2024
1155006;ACCESSOIRES, POUDRE ABSORBANTE MINIMUM 25G,OUSOFT;2.52;0.0;07/07/2023;03/07/2023
1124827;ALIMENT SANS GLUTEN, PAIN, 100 G,SCHNITZER;3.73;0.0;07/07/2023;01/01/2025
1130147;INCONTINENCE, ETUI PENIEN EXTENSIBLE AUTOADH;2.43;0.0;07/07/2023;01/01/2025
1185266;DISPOSITIF CONTRACEPTIF, DIAPHRAGME EN SILICONE,BIVEA;3.14;0.0;06/07/2015;06/07/2023
1105570;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,ATL;0.0;0.0;08/09/2003;06/07/2023
1207507;APPAREIL MODULAIRE DE VERTICALISATION, JEU DE ROULETTES, ACHAT,OTTO BOCK;0.0;0.0;08/09/2003;06/07/2023
1238152;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,REHA-TRANS;0.0;0.0;08/09/2003;06/07/2023
1266846;PROTHESE CAPILLAIRE TOTALE - CLASSE IV,SAVOIR F. CAP;0.0;0.0;01/01/2026;16/10/2025
1296787;PROTHESE CAPILLAIRE TOTALE, CLASSE II,SANOU;7.0;0.0;30/09/2020;06/07/2023
1243302;CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU,CARBAM;0.0;0.0;08/09/2003;06/07/2023
1245407;COQUILLE POUR BAIN EN MAT. PLASTIQUE,;0.0;0.0;08/09/2003;06/07/2023
1254895;PROTHESE CAPILLAIRE TOTALE, CLASSE I,EQUILIBRE;3.5;0.0;30/09/2020;06/07/2023
1220471;CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU,CARBAM;0.0;0.0;08/09/2003;06/07/2023
1285619;LIT MEDICAL, ACHAT, ALESE IMPERMEABLE REUTILISABLE,WINNCARE FRANCE;6.86;0.0;27/05/2010;06/07/2023
1203633;PROTHESE CAPILLAIRE TOTALE - CLASSE II,MODEN-CARES;7.0;0.0;01/01/2026;16/10/2025
1207453;PROTHESE CAPILLAIRE TOTALE - CLASSE I,MODESS;3.5;0.0;01/01/2026;16/10/2025
1225675;LIT, COMPRESSEUR POUR SURMATELAS PNEUMATIQUE, ACHAT,INVACARE;1.58;0.0;01/11/2016;06/07/2023
1203248;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TABLETTE AMOVIBLE.,REHA-TRANS;0.0;0.0;08/09/2003;06/07/2023
1216481;PROTHESE CAPILLAIRE PARTIELLE,LES FRANJYNES;1.25;0.0;02/04/2019;06/07/2023
1215636;DEAMBULATEUR, ACHAT, MEDICAL66;0.0;0.0;08/09/2003;06/07/2023
1277057;PROTHESE CAPILLAIRE TOTALE - CLASSE I,COLY SUZIE;3.5;0.0;01/01/2026;16/10/2025
1296971;PROTHESE CAPILLAIRE TOTALE - CLASSE IV,COLY SUZIE;0.0;0.0;01/01/2026;16/10/2025
1241651;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,ETAC SAS;0.0;0.0;08/09/2003;06/07/2023
1240054;CHAISE PERCEE AVEC ACCOUDOIRS ET SEAU,DRIVE DEVILBISS;0.0;0.0;08/09/2003;06/07/2023
1205477;ESCARRES SURMATELAS, SUPPORT DE PLUS DE 5 CM POUR SURMATELAS,HERDEGEN;0.0;0.0;08/09/2003;06/07/2023
1201114;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,ARIA WHEELS;0.0;0.0;01/01/2018;06/07/2023
1279027;APPAREIL DE SOUTIEN PARTIEL DE LA TETE,EUROMOVE;0.0;0.0;08/09/2003;06/07/2023
1269224;APPAREIL DE SOUTIEN PARTIEL DE LA TETE,EUROMOVE;0.0;0.0;08/09/2003;06/07/2023
1235662;PROTHESE CAPILLAIRE TOTALE - CLASSE I,ROKOKO;3.5;0.0;01/01/2026;16/10/2025
1206880;CANNE EN BOIS VERNI, A L'ACHAT,CANNES FAYET SE;6.1;0.0;08/09/2003;06/07/2023
